annotation_id,mature_topic,space,rank,candidate_topic,image_path,github_image_url,topic_f_2019,topic_f_2020,topic_f_2021,topic_f_2022,topic_f_2023,ref_f_2024,score,passed_all_gates
WS0011,attention-mechanisms-in-cnn,solution,2,linear attention mechanisms,construction_v2/images/WS0011_02_linear_attention_mechanisms.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0011_02_linear_attention_mechanisms.png,0.0,0.0,0.0,0.00032938076416337287,0.0005392289026691831,0.0022640195053988156,0.14215549946473582,True
WS0012,attention-mechanisms-in-cnn,solution,3,morphological attention mechanisms,construction_v2/images/WS0012_03_morphological_attention_mechanisms.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0012_03_morphological_attention_mechanisms.png,0.0,0.0,0.0,0.0,0.0005392289026691831,0.0020898641588296763,0.0,True
WS0013,attention-mechanisms-in-cnn,solution,4,spectral-spatial attention in transformer architectures,construction_v2/images/WS0013_04_spectral-spatial_attention_in_transformer_architectures.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0013_04_spectral-spatial_attention_in_transformer_architectures.png,0.0,0.0,0.0,0.0,0.00026961445133459155,0.0020898641588296763,0.0,True
WS0014,attention-mechanisms-in-cnn,solution,5,anchor-based query design in detection transformers,construction_v2/images/WS0014_05_anchor-based_query_design_in_detection_transformers.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0014_05_anchor-based_query_design_in_detection_transformers.png,0.0,0.0,0.0,0.00032938076416337287,0.00026961445133459155,0.0008707767328456984,0.0,True
WS0015,attention-mechanisms-in-cnn,solution,6,Swin Transformer attention,construction_v2/images/WS0015_06_swin_transformer_attention.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0015_06_swin_transformer_attention.png,0.0,0.0,0.0,0.0,0.0005392289026691831,0.0013932427725531174,0.0,True
WS0016,decentralized-federated-learning,problem,1,negative transfer in federated learning,construction_v2/images/WS0016_01_negative_transfer_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0016_01_negative_transfer_in_federated_learning.png,0.0,0.0,0.0,0.001176470588235294,0.001384083044982699,0.0028625954198473282,0.13825441067008978,True
WS0017,decentralized-federated-learning,problem,2,heterogeneity-induced convergence degradation in decentralized federated learning,construction_v2/images/WS0017_02_heterogeneity-induced_convergence_degradation_in_decentralized_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0017_02_heterogeneity-induced_convergence_degradation_in_decentralized_federated_learning.png,0.0,0.0,0.0,0.0,0.0006920415224913495,0.0028625954198473282,0.0,True
WS0018,decentralized-federated-learning,problem,3,secure aggregation under malicious adversaries,construction_v2/images/WS0018_03_secure_aggregation_under_malicious_adversaries.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0018_03_secure_aggregation_under_malicious_adversaries.png,0.0,0.0,0.0,0.0,0.0006920415224913495,0.0033396946564885495,0.0,True
WS0019,decentralized-federated-learning,problem,4,dropout-resilient secure aggregation,construction_v2/images/WS0019_04_dropout-resilient_secure_aggregation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0019_04_dropout-resilient_secure_aggregation.png,0.0,0.0,0.0,0.0,0.001384083044982699,0.002385496183206107,0.0,True
WS0020,decentralized-federated-learning,solution,1,knowledge distillation in federated learning,construction_v2/images/WS0020_01_knowledge_distillation_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0020_01_knowledge_distillation_in_federated_learning.png,0.0,0.007772020725388601,0.016129032258064516,0.01411764705882353,0.01245674740484429,0.02433206106870229,0.04703497475664323,True
WS0021,decentralized-federated-learning,solution,3,multi-round secure aggregation,construction_v2/images/WS0021_03_multi-round_secure_aggregation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0021_03_multi-round_secure_aggregation.png,0.0,0.0,0.0,0.0,0.0006920415224913495,0.002385496183206107,0.0,True
WS0022,decentralized-federated-learning,solution,4,sharpness-aware minimization in federated learning,construction_v2/images/WS0022_04_sharpness-aware_minimization_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0022_04_sharpness-aware_minimization_in_federated_learning.png,0.0,0.0,0.0,0.0,0.001384083044982699,0.002385496183206107,0.0,True
WS0023,decentralized-federated-learning,solution,5,adaptive topology construction and model compression in decentralized federated learning,construction_v2/images/WS0023_05_adaptive_topology_construction_and_model_compression_in_decentralized_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0023_05_adaptive_topology_construction_and_model_compression_in_decentralized_federated_learning.png,0.0,0.0,0.0,0.0,0.0006920415224913495,0.0028625954198473282,0.0,True
WS0024,decentralized-federated-learning,solution,6,blockchain-based secure aggregation,construction_v2/images/WS0024_06_blockchain-based_secure_aggregation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0024_06_blockchain-based_secure_aggregation.png,0.0,0.0,0.0,0.0,0.001384083044982699,0.0033396946564885495,0.0,True
WS0025,epistemic-ai,problem,1,evidence grounding in AI-generated content,construction_v2/images/WS0025_01_evidence_grounding_in_ai-generated_content.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0025_01_evidence_grounding_in_ai-generated_content.png,0.0,0.0,0.0,0.0,0.007042253521126761,0.011583011583011582,0.0,True
WS0026,evolutionary-neural-architecture-search,solution,1,weight inheritance in evolutionary neural architecture search,construction_v2/images/WS0026_01_weight_inheritance_in_evolutionary_neural_architecture_search.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0026_01_weight_inheritance_in_evolutionary_neural_architecture_search.png,0.0,0.0036496350364963502,0.0,0.0,0.007518796992481203,0.017241379310344827,0.0001819598232860936,True
WS0027,explainable-ai,problem,1,XAI deployment challenges,construction_v2/images/WS0027_01_xai_deployment_challenges.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0027_01_xai_deployment_challenges.png,0.0,0.0,0.0,0.00041459369817578774,0.00046274872744099955,0.00331720801658604,0.07008914407727733,True
WS0028,explainable-ai,problem,2,XAI explanation quality assessment,construction_v2/images/WS0028_02_xai_explanation_quality_assessment.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0028_02_xai_explanation_quality_assessment.png,0.0,0.0,0.0,0.00041459369817578774,0.00046274872744099955,0.00082930200414651,0.07008914407727733,True
WS0029,explainable-ai,problem,3,post-hoc explainer disagreement,construction_v2/images/WS0029_03_post-hoc_explainer_disagreement.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0029_03_post-hoc_explainer_disagreement.png,0.0,0.0,0.0,0.00041459369817578774,0.00046274872744099955,0.00082930200414651,0.07008914407727733,True
WS0030,explainable-ai,problem,4,explanation effectiveness,construction_v2/images/WS0030_04_explanation_effectiveness.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0030_04_explanation_effectiveness.png,0.0,0.0007132667617689016,0.0,0.0,0.0011568718186024988,0.001796821008984105,0.0012293294165758748,True
WS0031,explainable-ai,solution,1,perturbation-based explanation evaluation,construction_v2/images/WS0031_01_perturbation-based_explanation_evaluation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0031_01_perturbation-based_explanation_evaluation.png,0.0,0.0,0.0,0.0008291873963515755,0.0009254974548819991,0.0019350380096751902,0.02359021517910185,True
WS0032,explainable-ai,solution,2,explanation method benchmarking,construction_v2/images/WS0032_02_explanation_method_benchmarking.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0032_02_explanation_method_benchmarking.png,0.0,0.0,0.0,0.00041459369817578774,0.00046274872744099955,0.003178991015894955,0.023590215152159436,True
WS0033,federated-deep-learning,solution,1,batch normalization in federated learning,construction_v2/images/WS0033_01_batch_normalization_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0033_01_batch_normalization_in_federated_learning.png,0.0,0.0,0.0021929824561403508,0.0,0.0028328611898017,0.014563106796116505,0.002158209343590756,True
WS0034,federated-machine-learning,problem,1,federated multi-task learning,construction_v2/images/WS0034_01_federated_multi-task_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0034_01_federated_multi-task_learning.png,0.0,0.0,0.0,0.0007401924500370096,0.0009394081728511038,0.0015015015015015015,0.15984132681628704,True
WS0035,federated-machine-learning,problem,2,carbon footprint in federated learning,construction_v2/images/WS0035_02_carbon_footprint_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0035_02_carbon_footprint_in_federated_learning.png,0.0,0.0,0.0,0.0007401924500370096,0.0009394081728511038,0.0015015015015015015,0.15984132681628704,True
WS0036,federated-machine-learning,problem,3,federated machine unlearning,construction_v2/images/WS0036_03_federated_machine_unlearning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0036_03_federated_machine_unlearning.png,0.0,0.0,0.0,0.0007401924500370096,0.0009394081728511038,0.0015015015015015015,0.15984132681628704,True
WS0037,federated-machine-learning,solution,1,prototype-based federated learning,construction_v2/images/WS0037_01_prototype-based_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0037_01_prototype-based_federated_learning.png,0.0,0.0,0.0,0.0007401924500370096,0.0014091122592766556,0.003003003003003003,0.21028436791475305,True
WS0038,federated-machine-learning,solution,2,contrastive learning in federated learning,construction_v2/images/WS0038_02_contrastive_learning_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0038_02_contrastive_learning_in_federated_learning.png,0.0,0.0,0.0,0.0007401924500370096,0.0009394081728511038,0.0015015015015015015,0.07784833674379374,True
WS0039,federated-machine-learning,solution,3,swarm learning,construction_v2/images/WS0039_03_swarm_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0039_03_swarm_learning.png,0.0,0.0,0.0,0.0007401924500370096,0.0009394081728511038,0.0015015015015015015,0.07784833674379374,True
WS0040,federated-machine-learning,solution,4,sparse training in federated learning,construction_v2/images/WS0040_04_sparse_training_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0040_04_sparse_training_in_federated_learning.png,0.0,0.0,0.0,0.0007401924500370096,0.0009394081728511038,0.0015015015015015015,0.07784833674379374,True
WS0041,federated-machine-learning,solution,5,federated bilevel optimization,construction_v2/images/WS0041_05_federated_bilevel_optimization.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0041_05_federated_bilevel_optimization.png,0.0,0.0017271157167530224,0.0009852216748768472,0.003700962250185048,0.0032879286049788633,0.02027027027027027,0.035289568010444,True
WS0042,federated-machine-learning,solution,6,vehicular federated learning,construction_v2/images/WS0042_06_vehicular_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0042_06_vehicular_federated_learning.png,0.0,0.0017271157167530224,0.0009852216748768472,0.0,0.0018788163457022077,0.0037537537537537537,1.960755035094388e-05,True
WS0043,federated-machine-learning,solution,7,distributed optimization in federated learning,construction_v2/images/WS0043_07_distributed_optimization_in_federated_learning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0043_07_distributed_optimization_in_federated_learning.png,0.0036900369003690036,0.0,0.0,0.0,0.0004697040864255519,0.033783783783783786,0.0,True
WS0044,large-language-models,problem,1,privacy leakage in NLP models,construction_v2/images/WS0044_01_privacy_leakage_in_nlp_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0044_01_privacy_leakage_in_nlp_models.png,0.0,0.00032808398950131233,0.0005810575246949448,0.001037344398340249,0.0018018018018018018,0.003901584521060594,0.748906409091426,True
WS0045,large-language-models,problem,2,long-context understanding in large language models,construction_v2/images/WS0045_02_long-context_understanding_in_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0045_02_long-context_understanding_in_large_language_models.png,0.0,0.00032808398950131233,0.0005810575246949448,0.001037344398340249,0.0012012012012012011,0.0021498526952782866,0.5129397317660465,True
WS0046,large-language-models,problem,3,LLM alignment with human feedback,construction_v2/images/WS0046_03_llm_alignment_with_human_feedback.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0046_03_llm_alignment_with_human_feedback.png,0.0,0.0,0.0,0.001037344398340249,0.0024024024024024023,0.0037423361732622025,0.3693230440032902,True
WS0047,large-language-models,problem,4,machine-generated text detection,construction_v2/images/WS0047_04_machine-generated_text_detection.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0047_04_machine-generated_text_detection.png,0.000392156862745098,0.000984251968503937,0.0011621150493898896,0.001037344398340249,0.0018018018018018018,0.002866470260371049,0.30254420217422573,True
WS0048,large-language-models,problem,5,pre-trained language model compression,construction_v2/images/WS0048_05_pre-trained_language_model_compression.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0048_05_pre-trained_language_model_compression.png,0.000392156862745098,0.0013123359580052493,0.0017431725740848344,0.002074688796680498,0.0018018018018018018,0.0048570746078509435,0.19418117286856038,True
WS0049,large-language-models,problem,6,zero-shot task generalization,construction_v2/images/WS0049_06_zero-shot_task_generalization.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0049_06_zero-shot_task_generalization.png,0.0,0.0,0.0005810575246949448,0.0,0.0012012012012012011,0.006210685564137272,0.019011350633494416,True
WS0050,large-language-models,problem,7,in-context learning mechanisms,construction_v2/images/WS0050_07_in-context_learning_mechanisms.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0050_07_in-context_learning_mechanisms.png,0.0,0.0,0.0005810575246949448,0.0,0.0012012012012012011,0.0042200812166573775,0.019011350633494416,True
WS0051,large-language-models,problem,8,reasoning abilities in large language models,construction_v2/images/WS0051_08_reasoning_abilities_in_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0051_08_reasoning_abilities_in_large_language_models.png,0.0,0.0,0.0,0.004149377593360996,0.004204204204204204,0.04013058364519468,0.005772749630529885,True
WS0052,large-language-models,solution,1,retrieval-augmented language models,construction_v2/images/WS0052_01_retrieval-augmented_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0052_01_retrieval-augmented_language_models.png,0.000392156862745098,0.001968503937007874,0.002905287623474724,0.005186721991701245,0.011411411411411412,0.03280515964646867,1.0,True
WS0053,large-language-models,solution,2,parameter-efficient tuning,construction_v2/images/WS0053_02_parameter-efficient_tuning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0053_02_parameter-efficient_tuning.png,0.000784313725490196,0.000984251968503937,0.002905287623474724,0.00933609958506224,0.009009009009009009,0.01592483477983916,0.4757457831613569,True
WS0054,large-language-models,solution,3,LLM-guided task planning,construction_v2/images/WS0054_03_llm-guided_task_planning.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0054_03_llm-guided_task_planning.png,0.0,0.0,0.0,0.001037344398340249,0.0018018018018018018,0.0038219603471613983,0.08789379605545208,True
WS0055,large-language-models,solution,4,post-training quantization for large language models,construction_v2/images/WS0055_04_post-training_quantization_for_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0055_04_post-training_quantization_for_large_language_models.png,0.0,0.0,0.0,0.001037344398340249,0.0012012012012012011,0.0036627119993630068,0.02334684574285287,True
WS0056,large-language-models,solution,5,autoregressive language models,construction_v2/images/WS0056_05_autoregressive_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0056_05_autoregressive_language_models.png,0.0,0.00032808398950131233,0.0,0.001037344398340249,0.0012012012012012011,0.002707221912572657,0.02334684574285287,True
WS0057,large-language-models,solution,6,retrieval-augmented question answering,construction_v2/images/WS0057_06_retrieval-augmented_question_answering.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0057_06_retrieval-augmented_question_answering.png,0.0,0.00032808398950131233,0.0005810575246949448,0.0,0.0012012012012012011,0.005334819651246118,0.0003507540539631735,True
WS0058,large-language-models,solution,7,long-context language models,construction_v2/images/WS0058_07_long-context_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0058_07_long-context_language_models.png,0.0,0.00032808398950131233,0.0,0.0,0.0012012012012012011,0.015128593040847202,0.00010314011853783399,True
WS0059,large-language-models,solution,8,code generation models,construction_v2/images/WS0059_08_code_generation_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0059_08_code_generation_models.png,0.0,0.0,0.0005810575246949448,0.0,0.0006006006006006006,0.015208217214746397,9.800106763624755e-05,True
WS0060,federated-reinforcement-learning,problem,1,state-action coverage under heterogeneous agent behavior,construction_v2/images/WS0060_01_state-action_coverage_under_heterogeneous_agent_behavior.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0060_01_state-action_coverage_under_heterogeneous_agent_behavior.png,0.0,0.0,0.0,0.0,0.002717391304347826,0.011278195488721804,0.0,True
WS0061,federated-reinforcement-learning,solution,1,ADMM-based gradient updates,construction_v2/images/WS0061_01_admm-based_gradient_updates.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0061_01_admm-based_gradient_updates.png,0.0,0.0,0.0,0.0,0.002717391304347826,0.005639097744360902,0.0,True
WS0062,federated-reinforcement-learning,solution,2,federated stochastic approximation,construction_v2/images/WS0062_02_federated_stochastic_approximation.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0062_02_federated_stochastic_approximation.png,0.0,0.0,0.0,0.0034965034965034965,0.002717391304347826,0.016917293233082706,0.0,True
WS0063,human-ai-interface,problem,1,automation bias in AI-assisted decision making,construction_v2/images/WS0063_01_automation_bias_in_ai-assisted_decision_making.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0063_01_automation_bias_in_ai-assisted_decision_making.png,0.0,0.0,0.0005991611743559018,0.0007204610951008645,0.0006681514476614699,0.0012629806342969408,0.025366262219497494,True
WS0064,human-ai-interface,problem,2,non-expert prompt design barriers,construction_v2/images/WS0064_02_non-expert_prompt_design_barriers.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0064_02_non-expert_prompt_design_barriers.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0015436429974740387,0.0,True
WS0065,human-ai-interface,problem,3,human-AI feedback loops,construction_v2/images/WS0065_03_human-ai_feedback_loops.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0065_03_human-ai_feedback_loops.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0004209935447656469,0.0,True
WS0066,human-ai-interface,problem,4,human-centered LLM transparency,construction_v2/images/WS0066_04_human-centered_llm_transparency.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0066_04_human-centered_llm_transparency.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0067,human-ai-interface,problem,5,theory of mind in large language models,construction_v2/images/WS0067_05_theory_of_mind_in_large_language_models.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0067_05_theory_of_mind_in_large_language_models.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0007016559079427449,0.0,True
WS0068,human-ai-interface,problem,6,support-seeking preferences in human-AI creative collaboration,construction_v2/images/WS0068_06_support-seeking_preferences_in_human-ai_creative_collaboration.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0068_06_support-seeking_preferences_in_human-ai_creative_collaboration.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0069,human-ai-interface,problem,7,user trust and ownership in AI-assisted writing,construction_v2/images/WS0069_07_user_trust_and_ownership_in_ai-assisted_writing.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0069_07_user_trust_and_ownership_in_ai-assisted_writing.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0070,human-ai-interface,problem,8,social dynamics of generative AI support,construction_v2/images/WS0070_08_social_dynamics_of_generative_ai_support.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0070_08_social_dynamics_of_generative_ai_support.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0071,human-ai-interface,problem,9,AI transparency and opacity,construction_v2/images/WS0071_09_ai_transparency_and_opacity.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0071_09_ai_transparency_and_opacity.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0004209935447656469,0.0,True
WS0072,human-ai-interface,problem,10,AI-generated content accountability,construction_v2/images/WS0072_10_ai-generated_content_accountability.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0072_10_ai-generated_content_accountability.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.000561324726354196,0.0,True
WS0073,human-ai-interface,problem,11,ethical and legal risks of AI chatbots,construction_v2/images/WS0073_11_ethical_and_legal_risks_of_ai_chatbots.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0073_11_ethical_and_legal_risks_of_ai_chatbots.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0004209935447656469,0.0,True
WS0074,human-ai-interface,problem,12,ethical and practical challenges of conversational AI use,construction_v2/images/WS0074_12_ethical_and_practical_challenges_of_conversational_ai_use.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0074_12_ethical_and_practical_challenges_of_conversational_ai_use.png,0.0,0.0,0.0,0.0,0.00022271714922048998,0.0004209935447656469,0.0,True
WS0075,human-ai-interface,solution,1,uncertainty communication in AI systems,construction_v2/images/WS0075_01_uncertainty_communication_in_ai_systems.png,https://raw.githubusercontent.com/rebeccaz4/weak-signal-benchmark/main/construction_v2/images/WS0075_01_uncertainty_communication_in_ai_systems.png,0.0,0.0,0.0,0.00036023054755043225,0.00044543429844097997,0.0007016559079427449,0.08154423480736984,True
